"ref ID","partner ID","ref date","user ID","registration date","payment ID","payment date","payment amount","revenue in cents","payment service ID","payment provider",platform,place,country,"last app","Product Id"
9483,63,"2018-03-31 21:48:18",117574079,"2018-03-31 21:48:17",4,"2018-03-31 22:08:46",317,221,147,"Деньги от iTunes",st,FromMenu,RO,topfacemobappandroid,com.topface.topface.premium.week.1
,,,117616279,"2018-04-02 12:07:07",6,"2018-04-28 00:43:07",300,291,67,"Деньги от Payment Ninja",st,EmptyLikes,UA,topfacemobappandroid,pn.likes.100.3
9630,63,"2018-04-02 09:29:47",117613543,"2018-04-02 09:29:45",3,"2018-04-05 11:29:54",1575,1102,147,"Деньги от Google Play",gp,TrialVipPopup,TH,topfacemobappandroid,com.topface.topface.sub.trial.vip.month.13.3daysfree
9552,63,"2018-04-02 17:24:09",117622767,"2018-04-02 17:24:07",1,"2018-04-12 18:01:47",499,484,147,"Деньги от Payment Ninja",st,promo.key31,SC,topfacemobappandroid,pn..sub.vip.month.5
9526,63,"2018-04-02 15:58:24",117620841,"2018-04-02 15:58:23",9,"2018-04-06 15:31:48",166,116,67,"Деньги от Google Play",fb,EmptyLikes,TR,topfacemobappandroid,com.topface.topface.likes.100.3
9482,63,"2018-04-01 10:53:28",117584558,"2018-04-01 10:53:27",13,"2018-04-13 08:49:07",516,87,19,"Деньги от PaymentWall (mobile)",fb,none,LV,topfacemobappandroid,com.topface.topface.buy.sms.coins.30
,,,117586880,"2018-04-01 13:08:34",8,"2018-04-29 17:04:14",286,200,77,"Деньги от Google Play",gp,BadaboomFilterScreen,TR,topfacemobappandroid,com.topface.topface.bombmsg.3
9448,63,"2018-04-02 08:24:54",117612443,"2018-04-02 08:24:52",1,"2018-04-09 06:32:57",999,969,147,"Деньги от Payment Ninja",gp,promo.key31,US,topfacemobappandroid,pn.sub.vip.month.10
9453,63,"2018-04-03 13:41:15",117644263,"2018-04-03 13:41:14",9,"2018-04-09 06:10:14",286,200,67,"Деньги от Google Play",gp,EmptyLikes,IN,topfacemobappandroid,com.topface.topface.likes.100.3
9717,33,"2018-04-04 18:35:51",117673535,"2018-04-04 18:35:49",3,"2018-04-05 20:41:29",99,69,146,"Деньги от Google Play",fb,EmptyLikes,KW,topfacemobappandroid,com.topface.topface.sub.coins.month.6.1
9568,63,"2018-03-31 21:34:23",117573804,"2018-03-31 21:34:21",4,"2018-05-03 23:34:31",1400,979,147,"Деньги от Google Play",gp,TrialVipPopup,IN,topfacemobappandroid,com.topface.topface.sub.trial.vip.month.13.3daysfree
9602,63,"2018-04-03 12:35:36",117643277,"2018-04-03 12:34:59",3,"2018-04-14 19:22:55",4999,4849,147,"Деньги от Payment Ninja",gp,promo.key31,MU,topfacemobappandroid,pn.sub.vip.year.50
